id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-270,Analysis,Job retry & resume after restart,As an analyst I use the job retry & resume after restart during an investigation,"If the server restarts mid-job, orphaned running/queued jobs are automatically converted to a resumable 'interrupted' state the analyst can restart from a checkpoint instead of losing the work.",companion/src/analysis/jobManager.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-271,Analysis,Job cancellation,As an analyst I use the job cancellation during an investigation,Analyst can cancel a long-running background job (e.g. a stuck synthesis) directly from the queue UI.,companion/src/analysis/jobRegistry.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-272,Analysis,Reversible text anonymization for AI calls,As an analyst I use the reversible text anonymization for AI calls during an investigation,"Before any text is sent to the AI, real hosts/IPs/users/emails are tokenized (ANON_HOST_1 etc.); the AI's response is un-tokenized back to real values automatically, so raw evidence never leaves in the prompt while remaining fully usable in state.",companion/src/analysis/anonymize.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-273,Analysis,Presidio PII detection layer (optional),As an analyst I use the presidio PII detection layer (optional) during an investigation,"When a local Presidio analyzer is configured and enabled for the case, it scans already-masked text for names and other PII missed by built-in patterns and feeds new values into the reversible approval workflow; failures remain bounded and visible.",companion/src/analysis/presidio.ts; companion/src/analysis/pipeline.ts; companion/src/routes/anonymization.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-274,Analysis,Deobfuscation of encoded payloads,As an analyst I use the deobfuscation of encoded payloads during an investigation,"PowerShell -EncodedCommand / base64 blobs in event text are automatically decoded and IOCs extracted from the decoded content, shown alongside the original.",companion/src/analysis/deobfuscate.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-275,Analysis,KEV (actively-exploited CVE) matching,As an analyst I use the KEV (actively-exploited CVE) matching during an investigation,CVEs seen in the timeline or in exposed services are matched against CISA's Known Exploited Vulnerabilities catalog and flagged as a highly probable initial-access vector.,companion/src/analysis/kev.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-276,Analysis,Chain-of-custody logging,As an analyst I use the chain-of-custody logging during an investigation,"Every piece of evidence brought into a case is hashed and logged with who/when, building a verifiable custody chain for forensic defensibility.",companion/src/analysis/custody.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-277,Analysis,Custody manifest & verification,As an analyst I use the custody manifest & verification during an investigation,"Analyst can generate a signed custody manifest and later verify a case's evidence integrity against it, detecting tampering.",companion/src/analysis/custodyManifest.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-278,Analysis,Cockpit / triage phase view,As an analyst I use the cockpit / triage phase view during an investigation,"The dashboard shows a single prioritized 'what to do next' cockpit card list, tailored to the case's current phase (triage / active investigation / report prep).",companion/src/analysis/cockpit.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-279,Analysis,Instant scope re-projection,As an analyst I use the instant scope re-projection during an investigation,"Changing the time-window scope immediately re-projects findings/IOCs/techniques from just the in-scope evidence, without waiting for a new AI synthesis run.",companion/src/analysis/scopeProject.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-280,Analysis,War-room slash-command bot,As an analyst I use the war-room slash-command bot during an investigation,"Analyst can query and act on a case from Slack/Teams/Telegram chat via slash commands (status, findings, etc.) without opening the dashboard.",companion/src/analysis/slashCommand.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-281,Analysis,Telegram long-poll bot transport,As an analyst I use the telegram long-poll bot transport during an investigation,"The Telegram bot works by long-polling rather than requiring a public webhook, so it runs from a locked-down analyst workstation with zero network exposure.",companion/src/analysis/telegramPoller.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-282,Analysis,Last-import summary banner,As an analyst I use the last-import summary banner during an investigation,"The dashboard shows when the last import ran, what kind it detected, and how many events/IOCs it added.",companion/src/analysis/importMeta.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-283,Analysis,User-authored declarative importers,As an analyst I use the user-authored declarative importers during an investigation,"Analyst (or an LLM) writes a JSON importer spec (field mappings, regex rules) for a bespoke log format without writing code; a malformed spec fails loudly with field-level errors instead of crashing the app.",companion/src/analysis/importerSpec.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-284,Analysis,Cisco ASA firewall log import,As an analyst I use the cisco ASA firewall log import during an investigation,"Uploading Cisco ASA syslog imports connection-teardown/deny events as telemetry, with a severity bump for the one genuinely suspicious ASA message type.",companion/src/analysis/ciscoAsaImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-285,Analysis,Snort/Suricata fast-alert import,As an analyst I use the snort/Suricata fast-alert import during an investigation,Uploading classic Snort/Suricata 'fast' alert log lines imports each IDS alert with severity from the rule's own priority.,companion/src/analysis/snortImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-286,Analysis,Apache/Nginx/Squid combined-log import,As an analyst I use the apache/Nginx/Squid combined-log import during an investigation,"Uploading a web-server or proxy access log in combined format imports it as telemetry, IOC-harvesting client IPs/URLs.",companion/src/analysis/combinedLogImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-287,Analysis,YARA CLI scan output import,As an analyst I use the YARA CLI scan output import during an investigation,"Uploading YARA's textual scan output imports rule-match detections per file, consuming YARA's verdict rather than re-running rules.",companion/src/analysis/yaraImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-288,Analysis,Bash/shell history import,As an analyst I use the bash/shell history import during an investigation,"Uploading a .bash_history (or zsh equivalent) imports each command as a timestamped event, with a conservative severity bump only for real attacker tradecraft.",companion/src/analysis/bashHistoryImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-289,Analysis,Generic log/text import (AI-assisted),As an analyst I use the generic log/text import (AI-assisted) during an investigation,Uploading a free-form log/text file is line-split and batched for AI-assisted extraction when no structured importer applies.,companion/src/analysis/logImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-290,Analysis,Log-line deduplication before AI import,As an analyst I use the log-line deduplication before AI import during an investigation,"Repetitive log files (firewall/VPN noise) are collapsed into counted templates before being shown to the AI, so quota isn't burned re-describing the same line hundreds of times.",companion/src/analysis/logAggregate.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-291,Analysis,Operational metrics import tracking,As an analyst I use the operational metrics import tracking during an investigation,Every import attempt (including empty/failed ones) is recorded with row counts for the operational-diagnostics view.,companion/src/analysis/operationalImport.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-292,Analysis,CIRCL hashlookup enrichment,As an analyst I use the CIRCL hashlookup enrichment during an investigation,"File hashes are checked against CIRCL's large known-good hash database (NSRL-derived + Linux packages) to confirm legitimacy and cut false positives, opt-in per case.",companion/src/enrichment/hashlookup.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-293,Analysis,Hunting.ch (abuse.ch) multi-feed enrichment,As an analyst I use the hunting.ch (abuse.ch) multi-feed enrichment during an investigation,"One toggle checks hashes/IPs/domains/URLs against MalwareBazaar, ThreatFox, URLhaus, and YARAify simultaneously, showing whichever back-ends returned a hit even if others are down.",companion/src/enrichment/huntingch.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-294,Analysis,RDAP (WHOIS) enrichment,As an analyst I use the RDAP (WHOIS) enrichment during an investigation,"IP IOCs show their registration info (owning org, CIDR range, country, abuse contact) via a modern RDAP lookup — useful for reporting attacker infrastructure.",companion/src/enrichment/rdap.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-295,Analysis,RockyRaccoon process-behavior enrichment,As an analyst I use the rockyRaccoon process-behavior enrichment during an investigation,"Process names/hashes are checked against a behavioral-intel database of hundreds of millions of real executions, flagging LOLBins and unexpected parent processes.",companion/src/enrichment/rockyraccoon.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-296,Analysis,Shodan host enrichment,As an analyst I use the shodan host enrichment during an investigation,"IP IOCs show what's actually hosted on the address (open ports, products, org, known CVEs) via Shodan — infrastructure context, not a verdict.",companion/src/enrichment/shodan.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-297,Analysis,Enrichment orchestration & caching,As an analyst I use the enrichment orchestration & caching during an investigation,Enabling a new provider automatically triggers a re-check of all existing IOCs against it; a provider that's down is probed once and then skipped for the rest of the window instead of hammering it per IOC.,companion/src/enrichment/enrichService.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-298,Analysis,Custom TLS trust for self-hosted intel servers,As an analyst I use the custom TLS trust for self-hosted intel servers during an investigation,Analyst can point at a self-hosted MISP/YETI instance with an internal-CA or self-signed cert without breaking TLS verification for other providers.,companion/src/enrichment/tlsFetch.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-299,Analysis,MCP agentic investigation mode,As an analyst I use the MCP agentic investigation mode during an investigation,Analyst asks the app to investigate via a configured MCP server (e.g. a forensics tool server) and Claude Code drives an autonomous multi-step tool-use loop on their behalf.,companion/src/integrations/mcp/mcpAgentRunner.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-300,Analysis,Jira issue push,As an analyst I use the jira issue push during an investigation,Analyst pushes a finding to Jira as an issue; re-pushing the same finding updates the existing issue instead of creating a duplicate.,companion/src/integrations/jira/jiraPush.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-301,Analysis,ServiceNow incident push,As an analyst I use the serviceNow incident push during an investigation,Analyst pushes a finding to ServiceNow as an incident; re-pushing the same finding is idempotent.,companion/src/integrations/servicenow/servicenowPush.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-302,Analysis,SO-CRATES sandbox submission & polling,As an analyst I use the SO-CRATES sandbox submission & polling during an investigation,Analyst submits a file to a SO-CRATES instance; the app polls for the async verdicts and auto-imports them once ready.,companion/src/integrations/socrates/socratesPoller.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-303,Analysis,LeakCheck breach-exposure lookup,As an analyst I use the leakCheck breach-exposure lookup during an investigation,Analyst checks a customer's own domain/email against breach data (kept separate from adversary IOC enrichment so nothing about the adversary is queried here).,companion/src/integrations/leakcheck/leakcheckClient.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-304,Analysis,Slack/Teams/Mattermost/Discord/Telegram/email notification formatting & dispatch,As an analyst I use the slack/Teams/Mattermost/Discord/Telegram/email notification formatting & dispatch during an investigation,"The same finding/playbook/milestone notification event is formatted appropriately per channel and delivered, with per-channel success/failure surfaced.",companion/src/integrations/notify/notifyDispatch.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-305,Analysis,Generic webhook notification delivery,As an analyst I use the generic webhook notification delivery during an investigation,Analyst configures an arbitrary webhook URL; case notification events are POSTed as JSON with timeout handling and actionable error surfacing.,companion/src/integrations/notify/webhookSender.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-306,Analysis,OpenAI-compatible provider,As an analyst I use the openAI-compatible provider during an investigation,Analyst supplies an OpenAI (or OpenAI-compatible) API key/model; used for any of the app's AI roles.,companion/src/providers/openai.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-307,Analysis,Google Gemini provider,As an analyst I use the google Gemini provider during an investigation,Analyst supplies a Gemini API key/model; used for any of the app's AI roles.,companion/src/providers/gemini.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-308,Analysis,Ollama Cloud provider,As an analyst I use the ollama Cloud provider during an investigation,Analyst supplies an Ollama Cloud key; used as an OpenAI-compatible backend.,companion/src/providers/ollama.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-309,Analysis,LiteLLM local proxy provider,As an analyst I use the liteLLM local proxy provider during an investigation,"Analyst runs a local/self-hosted LiteLLM proxy; the app talks to it as an OpenAI-compatible backend, fully on-box.",companion/src/providers/litellm.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-310,Analysis,Provider base-URL safety validation,As an analyst I use the provider base-URL safety validation during an investigation,A self-hosted/proxy AI or enrichment base URL is checked to warn against sending API keys and case data over plaintext HTTP to a non-local host.,companion/src/providers/urlValidation.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-311,Analysis,Atomic state writes with lock-retry,As an analyst I use the atomic state writes with lock-retry during an investigation,"Every case-data write is atomic (write-to-temp then rename) and automatically retries past a transient AV/sync-client file lock, so a state file is never left half-written.",companion/src/storage/atomicWrite.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-312,Analysis,Operational capacity sampling,As an analyst I use the operational capacity sampling during an investigation,The app periodically samples disk and case-store size so capacity trends are visible over time in diagnostics.,companion/src/analysis/operationalCapacity.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-313,Analysis,Support bundle generation,As an analyst I use the support bundle generation during an investigation,"Analyst can generate a single downloadable support bundle (version, uptime, disk, queue, case counts, AI error breakdown) to share when reporting a problem.",companion/src/analysis/supportBundle.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-314,Analysis,Update-available notice,As an analyst I use the update-available notice during an investigation,"Analyst optionally sees a 'newer release available' notice, checked against GitHub releases on a throttled schedule with no telemetry beyond the version check itself.",companion/src/analysis/updateCheck.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-315,Team Auth,Bootstrap first administrator,As the operator standing up team mode I create the first administrator account so the server stops being unauthenticated,"POST /auth/bootstrap with a valid bootstrapToken creates the first local administrator and opens a session (201); it 409s once any identity exists, and 403s without a valid token",companion/src/auth/authRoutes.ts:174,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-316,Team Auth,Local login,As an analyst I sign in with my username and password to reach my cases,POST /auth/local/login returns a session cookie on valid credentials; wrong credentials are rejected without revealing which field was wrong,companion/src/auth/authRoutes.ts:205,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-317,Team Auth,Login rate limiting,As the operator I am protected from password guessing,Repeated failed logins from one IP are refused with 429 and a Retry-After header; a single named account also locks out after five tries,companion/src/auth/authRoutes.ts:205; companion/tests/http/loginRateLimit.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-318,Team Auth,Login page,As an unauthenticated visitor I land on a login screen rather than the dashboard,GET /login serves the login page and is reachable without a session,companion/src/auth/authRoutes.ts:91,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-319,Team Auth,OIDC single sign-on,As an analyst in an SSO organisation I sign in with the company identity provider,GET /auth/oidc/start redirects to the configured issuer; /auth/oidc/callback completes the exchange and opens a session,companion/src/auth/authRoutes.ts:121,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-320,Team Auth,Current identity,As a visitor or signed-in user the dashboard asks who I am and what the server expects,"GET /auth/me always answers 200: unauthenticated it reports {enabled, authenticated:false, bootstrapRequired, oidcEnabled} so the login page knows whether to offer bootstrap or SSO; signed in it adds the session payload and the caller's per-case roles",companion/src/auth/authRoutes.ts:102,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-321,Team Auth,Sign out,As an analyst I sign out and my session stops working,POST /auth/logout invalidates the current session; subsequent requests with that cookie are unauthenticated,companion/src/auth/authRoutes.ts:259,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-322,Team Auth,Session list,As a user I review the sessions open on my account,GET /auth/sessions returns this identity's sessions with the CSRF token stripped and the caller's own session flagged current; unauthenticated callers get 401,companion/src/auth/authRoutes.ts:273,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-323,Team Auth,Revoke other sessions,As a user who suspects a stolen cookie I sign every other device out,DELETE /auth/sessions/others revokes all sessions except the caller's own,companion/src/auth/authRoutes.ts:285,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-324,Team Auth,Admin console,As a signed-in user I open the admin screen; unauthenticated I am sent to sign in first,GET /admin requires only a session and serves admin.html; an unauthenticated visitor is redirected to /login?returnTo=/admin. The privileged operations the page drives are gated individually by their own endpoints,companion/src/auth/authRoutes.ts:93,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-325,Team Auth,Create user,As an administrator I add an analyst so they can sign in,POST /auth/users creates an identity; only a global administrator may call it,companion/src/auth/authRoutes.ts:307,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-326,Team Auth,List users,As an administrator I see the people who can sign in,GET /auth/users requires a global administrator and returns human identities only — service identities are filtered out,companion/src/auth/authRoutes.ts:292,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-327,Team Auth,Identity directory,As a signed-in user assigning access I pick a person from the directory,"GET /auth/directory needs only a session, not admin, and returns {id, kind, displayName} for enabled human identities — service and disabled identities are excluded",companion/src/auth/authRoutes.ts:297,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-328,Team Auth,Per-case role list,As an administrator I see who has access to a case and at what level,GET /auth/cases/:caseId/roles lists each identity's role on that case,companion/src/auth/authRoutes.ts:355,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-329,Team Auth,Grant per-case role,"As an administrator I give an analyst reader, investigator, reviewer or administrator on one case",PUT /auth/cases/:caseId/roles/:identityId sets that identity's role; the role governs every later request against the case,companion/src/auth/authRoutes.ts:369,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-330,Team Auth,Revoke per-case role,As an administrator I remove someone's access to a case,DELETE /auth/cases/:caseId/roles/:identityId removes the role; the identity can no longer reach the case,companion/src/auth/authRoutes.ts:393,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-331,Team Auth,Service tokens,As a case administrator I issue a scoped token so a SIEM or poller can push into that case,POST /auth/service-tokens requires CASE admin on the named case (not global admin) and mints a token scoped to that case and a permission set; GET lists only tokens for cases the caller can administer; DELETE revokes one,companion/src/auth/authRoutes.ts:408,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-332,Team Auth,Authentication audit log,"As an administrator I review sign-ins, role changes and token use",GET /auth/audit returns the authentication audit trail,companion/src/auth/authRoutes.ts:449,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-333,Team Auth,Role separation of duties,As the operator I rely on roles being distinct capabilities rather than a rank,"reader gets read+export, investigator adds write, reviewer adds review but NOT write, administrator gets all; a reviewer cannot edit evidence they are reviewing",companion/src/auth/policy.ts:74,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-334,Team Auth,Request authorization boundary,As the operator I know each route is classified before it runs,"resolveRequestPolicy maps every request to public, authenticated, case-scoped (read/write/review/export/admin), or global-admin; unmatched routes fail closed to global admin",companion/src/auth/policy.ts:110,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-335,Team Auth,Server filesystem routes need global admin,As the operator I ensure a per-case role cannot read the server's own filesystem,"/cases/:id/import-file is classified global-admin like /nsrl and /kev import-file, so per-case write alone cannot name a path outside the case",companion/src/auth/policy.ts:59,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-336,Team Auth,Remote binding safety,As the operator I cannot expose an unauthenticated server to the network by accident,Binding to a non-loopback host without team auth is refused at startup with an explanatory error,companion/src/auth/authConfig.ts; companion/tests/http/teamAuthPolicy.test.ts,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-337,Server,DELETE /cases/:id/collection-plan/:stepId,"As an analyst I use DELETE /cases/:id/collection-plan/:stepId so that Clears an analyst override, returning a collection step to automatic","Clears an analyst override, returning a collection step to automatic",companion/src/routes/collectionPlan.ts:61,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-338,Server,POST /cases/:id/clock-skew/recompute,As an analyst I use POST /cases/:id/clock-skew/recompute so that Re-measures cross-host clock skew from the current timeline,Re-measures cross-host clock skew from the current timeline,companion/src/routes/clockSkew.ts:42,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
